nike_id,Date,Open,High,Low,Close,Volume,VWAP,Transactions,Percent Change,Return
189,10/03/23,94.320000,96.050000,94.180000,95.090000,10964320.000000,95.040000,121789,0.005600,89.260000
190,10/04/23,95.580000,96.260000,95.120000,95.890000,8038793.000000,95.740000,100455,0.008410,134.740000
191,10/05/23,95.790000,96.230000,95.280000,95.790000,7364782.000000,95.790000,92230,-0.001040,-16.840000
192,10/06/23,95.790000,97.710000,95.060000,97.110000,8532939.000000,96.790000,111185,0.013780,222.320000
193,10/09/23,96.780000,97.140000,95.920000,96.880000,5964219.000000,96.680000,81912,-0.002370,-38.740000
194,10/10/23,97.250000,98.860000,97.230000,97.620000,8499017.000000,97.950000,103937,0.007640,124.630000
195,10/11/23,98.310000,98.950000,98.010000,98.650000,7642891.000000,98.500000,93510,0.010550,173.470000
196,10/12/23,99.540000,100.050000,98.520000,99.250000,10705166.000000,99.270000,127187,0.006080,101.050000
197,10/13/23,99.580000,100.840000,99.450000,99.910000,8784716.000000,100.030000,119341,0.006650,111.160000
198,10/16/23,99.720000,102.580000,99.600000,102.040000,10845424.000000,101.910000,130704,0.021320,358.740000
199,10/17/23,101.970000,103.590000,101.970000,103.010000,9253760.000000,102.900000,113703,0.009510,163.370000
200,10/18/23,102.970000,103.900000,102.930000,103.770000,8757335.000000,103.490000,109417,0.007380,128.000000
201,10/19/23,103.770000,104.350000,102.850000,103.050000,8391080.000000,103.490000,109266,-0.006940,-121.260000
202,10/20/23,103.320000,103.770000,102.570000,102.670000,7823499.000000,102.900000,87891,-0.003690,-64.000000
203,10/23/23,102.130000,103.760000,101.770000,102.810000,5966147.000000,103.000000,81668,0.001360,23.580000
204,10/24/23,103.660000,105.650000,103.660000,105.180000,9252448.000000,105.030000,112785,0.023050,399.160000
205,10/25/23,104.460000,105.040000,103.490000,103.540000,7054680.000000,104.000000,93385,-0.015590,-276.210000
206,10/26/23,102.180000,102.630000,99.950000,100.020000,11222560.000000,100.680000,137775,-0.034000,-592.840000
207,10/27/23,99.780000,100.340000,97.810000,97.980000,9602699.000000,98.840000,117195,-0.020400,-343.580000
208,10/30/23,99.000000,102.050000,99.000000,101.800000,8206702.000000,101.110000,104071,0.038990,643.370000
209,10/31/23,101.400000,102.930000,101.400000,102.770000,6558458.000000,102.480000,79852,0.009530,163.370000
210,11/01/23,102.550000,102.670000,99.970000,100.880000,7272370.000000,100.740000,103673,-0.018390,-318.320000
211,11/02/23,102.050000,105.550000,101.890000,105.080000,8135111.000000,104.510000,99421,0.041630,707.370000
212,11/03/23,106.430000,107.650000,106.050000,107.060000,7567959.000000,107.040000,97747,0.018840,333.470000
213,11/06/23,106.960000,107.600000,106.370000,107.250000,5203165.000000,106.990000,90096,0.001770,32.000000
214,11/07/23,107.320000,109.360000,107.230000,109.360000,7745848.000000,108.870000,93878,0.019670,355.370000
215,11/08/23,109.370000,110.700000,108.900000,109.390000,8639736.000000,109.560000,97862,0.000270,5.050000
216,11/09/23,109.820000,109.900000,106.920000,107.000000,9154218.000000,107.590000,107092,-0.021850,-402.530000
217,11/10/23,107.340000,107.830000,105.610000,106.110000,8897927.000000,106.260000,112806,-0.008320,-149.890000
218,11/13/23,105.370000,105.720000,104.180000,104.200000,7055631.000000,104.490000,86362,-0.018000,-321.680000
219,11/14/23,105.560000,107.100000,105.380000,105.750000,9674819.000000,106.130000,119390,0.014880,261.050000
220,11/15/23,106.820000,109.060000,106.720000,107.820000,11140831.000000,108.060000,130589,0.019570,348.630000
221,11/16/23,107.100000,108.000000,107.000000,107.610000,5386979.000000,107.510000,86020,-0.001950,-35.370000
222,11/17/23,108.060000,108.210000,105.520000,105.960000,6353975.000000,106.250000,81754,-0.015330,-277.890000
223,11/20/23,106.000000,106.550000,105.100000,106.320000,6195561.000000,105.920000,90338,0.003400,60.630000
224,11/21/23,106.170000,106.700000,105.350000,106.550000,5803549.000000,106.170000,81578,0.002160,38.740000
225,11/22/23,107.500000,108.030000,106.820000,107.920000,6280910.000000,107.560000,90422,0.012860,230.740000
226,11/24/23,107.500000,108.000000,107.400000,107.640000,2443610.000000,107.650000,38927,-0.002590,-47.160000
227,11/27/23,107.660000,108.220000,106.900000,107.960000,5761038.000000,107.840000,71912,0.002970,53.890000
228,11/28/23,108.570000,109.900000,108.150000,108.750000,7287568.000000,108.980000,81570,0.007320,133.050000
229,11/29/23,110.800000,112.150000,110.140000,110.370000,9601810.000000,110.730000,119805,0.014900,272.840000
230,11/30/23,110.530000,110.600000,108.960000,110.270000,8690871.000000,109.940000,90209,-0.000910,-16.840000
231,12/01/23,110.330000,113.550000,109.750000,113.480000,8031165.000000,112.500000,106796,0.029110,540.630000
232,12/04/23,113.080000,115.320000,113.000000,115.150000,10086580.000000,114.700000,127221,0.014720,281.260000
233,12/05/23,114.660000,116.040000,114.600000,115.410000,6959966.000000,115.520000,88366,0.002260,43.790000
234,12/06/23,116.000000,117.140000,115.570000,116.110000,6316960.000000,116.360000,81078,0.006070,117.890000
235,12/07/23,114.120000,116.000000,114.120000,114.810000,7294460.000000,115.060000,84772,-0.011200,-218.950000
236,12/08/23,114.500000,116.290000,114.470000,115.910000,6122150.000000,115.810000,72722,0.009580,185.260000
237,12/11/23,117.790000,119.420000,117.430000,118.610000,7972751.000000,118.680000,99814,0.023290,454.740000
238,12/12/23,119.680000,119.990000,118.580000,119.640000,7378379.000000,119.380000,89262,0.008680,173.470000
239,12/13/23,119.350000,121.440000,119.200000,121.170000,8182887.000000,120.520000,98240,0.012790,257.680000
240,12/14/23,121.440000,122.590000,119.820000,121.020000,9590510.000000,121.450000,108839,-0.001240,-25.260000
241,12/15/23,120.930000,122.060000,120.600000,121.550000,13629528.000000,121.390000,97387,0.004380,89.260000
242,12/18/23,121.410000,121.840000,120.860000,121.140000,6874837.000000,121.280000,89402,-0.003370,-69.050000
243,12/19/23,121.740000,123.340000,121.640000,122.640000,7697272.000000,122.500000,88581,0.012380,252.630000
244,12/20/23,121.130000,123.390000,121.000000,121.430000,8978563.000000,122.220000,115920,-0.009870,-203.790000
245,12/21/23,122.300000,123.300000,121.300000,122.530000,16505347.000000,118.730000,185815,0.009060,185.260000
246,12/22/23,108.260000,110.800000,107.450000,108.040000,46609838.000000,108.930000,455983,-0.118260,-2440.420000
247,12/26/23,108.300000,108.690000,107.480000,108.020000,12846721.000000,108.060000,140362,-0.000190,-3.370000
248,12/27/23,108.340000,108.590000,106.850000,107.130000,10157852.000000,107.360000,127570,-0.008240,-149.890000
249,12/28/23,107.210000,109.400000,106.810000,108.820000,9352902.000000,108.380000,124068,0.015780,284.630000
250,12/29/23,108.960000,109.960000,108.090000,108.570000,7667522.000000,108.660000,91083,-0.002300,-42.110000
251,01/02/24,107.610000,107.850000,106.450000,106.550000,9082416.000000,106.950000,127708,-0.018610,-340.210000
252,01/03/24,105.720000,107.480000,104.000000,104.040000,10573744.000000,104.530000,123824,-0.023560,-422.740000
253,01/04/24,102.460000,103.620000,102.300000,102.300000,10400956.000000,102.750000,123921,-0.016720,-293.050000
254,01/05/24,102.460000,103.680000,101.900000,102.080000,8044543.000000,102.430000,105365,-0.002150,-37.050000
255,01/08/24,102.080000,103.680000,101.730000,103.620000,9414218.000000,102.800000,115686,0.015090,259.370000
256,01/09/24,103.170000,103.400000,102.500000,102.740000,7759476.000000,102.810000,94084,-0.008490,-148.210000
257,01/10/24,102.690000,103.830000,102.370000,103.770000,6784662.000000,103.280000,83590,0.010030,173.470000
258,01/11/24,104.220000,106.010000,103.730000,105.900000,9537701.000000,105.090000,114574,0.020530,358.740000
259,01/12/24,106.000000,106.320000,104.720000,105.060000,6680858.000000,105.190000,84188,-0.007930,-141.470000
260,01/16/24,103.940000,104.220000,101.360000,101.720000,10547901.000000,102.260000,130254,-0.031790,-562.530000
261,01/17/24,101.050000,101.310000,100.240000,100.820000,8205443.000000,100.640000,104357,-0.008850,-151.580000
262,01/18/24,101.000000,101.420000,100.070000,100.940000,8848104.000000,100.680000,97752,0.001190,20.210000
263,01/19/24,101.020000,102.180000,99.670000,101.780000,8517208.000000,101.200000,98364,0.008320,141.470000
264,01/22/24,101.750000,101.810000,100.090000,100.560000,9897443.000000,100.690000,106786,-0.011990,-205.470000
265,01/23/24,101.630000,102.140000,101.230000,101.900000,8208026.000000,101.720000,91805,0.013330,225.680000
266,01/24/24,101.780000,101.800000,100.690000,100.760000,7879315.000000,101.160000,101247,-0.011190,-192.000000
267,01/25/24,101.530000,101.740000,100.090000,100.770000,10063746.000000,100.690000,111722,0.000100,1.680000
268,01/26/24,101.570000,103.270000,101.220000,102.750000,9735779.000000,102.620000,107678,0.019650,333.470000
269,01/29/24,102.880000,104.010000,101.340000,103.880000,8860834.000000,102.930000,96286,0.011000,190.320000
270,01/30/24,103.340000,104.310000,103.130000,104.180000,7542837.000000,103.830000,83550,0.002890,50.530000
271,01/31/24,104.090000,104.300000,101.120000,101.530000,11547638.000000,102.310000,138166,-0.025440,-446.320000
272,02/01/24,101.900000,102.250000,100.610000,101.760000,7666694.000000,101.440000,97571,0.002270,38.740000
273,02/02/24,100.880000,101.410000,99.430000,100.710000,8966927.000000,100.510000,114138,-0.010320,-176.840000
274,02/05/24,100.500000,100.590000,99.050000,99.680000,10097935.000000,99.630000,125631,-0.010230,-173.470000
275,02/06/24,99.500000,102.630000,99.130000,102.610000,11372407.000000,101.980000,113900,0.029390,493.470000
276,02/07/24,102.390000,104.340000,102.350000,103.790000,9447765.000000,103.650000,95660,0.011500,198.740000
277,02/08/24,104.430000,104.960000,103.040000,103.770000,6330409.000000,103.840000,88815,-0.000190,-3.370000
278,02/09/24,103.800000,104.940000,103.330000,104.500000,5449022.000000,104.220000,71367,0.007030,122.950000
279,02/12/24,104.740000,107.430000,104.640000,107.180000,7501946.000000,106.740000,91686,0.025650,451.370000
280,02/13/24,104.990000,105.800000,104.240000,105.000000,6180509.000000,104.980000,93603,-0.020340,-367.160000
281,02/14/24,104.820000,106.420000,104.460000,106.330000,5743277.000000,105.550000,77840,0.012670,224.000000
282,02/15/24,107.020000,107.340000,105.830000,106.050000,7187973.000000,106.430000,95220,-0.002630,-47.160000
283,02/16/24,104.630000,104.700000,101.650000,103.510000,14590128.000000,102.850000,147404,-0.023950,-427.790000
284,02/20/24,103.130000,103.840000,102.170000,103.300000,8759480.000000,103.090000,102090,-0.002030,-35.370000
285,02/21/24,103.350000,105.520000,102.930000,105.270000,8893514.000000,104.660000,118224,0.019070,331.790000
286,02/22/24,105.800000,106.010000,104.080000,105.080000,6705491.000000,104.770000,92115,-0.001800,-32.000000
287,02/23/24,105.260000,106.620000,105.190000,105.630000,6947285.000000,105.780000,83622,0.005230,92.630000
288,02/26/24,105.310000,106.100000,103.760000,104.540000,5831480.000000,104.790000,78373,-0.010320,-183.580000
289,02/27/24,104.830000,105.240000,103.990000,105.150000,5317417.000000,104.600000,79824,0.005840,102.740000
290,02/28/24,104.100000,105.440000,103.700000,104.350000,4219844.000000,104.600000,65987,-0.007610,-134.740000
291,02/29/24,104.980000,105.570000,103.680000,103.930000,10811634.000000,104.130000,94943,-0.004020,-70.740000
292,03/01/24,103.870000,103.940000,101.830000,101.880000,7328970.000000,102.320000,102941,-0.019720,-345.260000
293,03/04/24,101.650000,101.770000,99.010000,99.540000,11050914.000000,99.820000,148661,-0.022970,-394.100000
294,03/05/24,99.000000,99.170000,98.000000,98.310000,8670642.000000,98.580000,114880,-0.012360,-207.160000
295,03/06/24,100.000000,100.100000,97.060000,97.630000,10045284.000000,97.970000,121093,-0.006920,-114.530000
296,03/07/24,97.990000,98.400000,97.680000,98.190000,8133866.000000,98.080000,92316,0.005740,94.320000
297,03/08/24,98.490000,99.320000,98.020000,99.160000,9043458.000000,98.790000,91678,0.009880,163.370000
298,03/11/24,99.900000,101.760000,99.440000,101.080000,8521002.000000,101.150000,107541,0.019360,323.370000
299,03/12/24,100.790000,101.360000,99.650000,100.180000,7012889.000000,100.410000,85532,-0.008900,-151.580000
300,03/13/24,100.610000,102.000000,100.330000,101.360000,7326384.000000,101.280000,86358,0.011780,198.740000
301,03/14/24,102.200000,102.490000,100.090000,100.260000,8350939.000000,100.540000,93706,-0.010850,-185.260000
302,03/15/24,100.300000,101.160000,99.340000,99.640000,15208539.000000,99.720000,99698,-0.006180,-104.420000
303,03/18/24,98.980000,99.660000,98.520000,98.740000,7206466.000000,99.080000,94771,-0.009030,-151.580000
304,03/19/24,98.500000,100.040000,98.440000,99.960000,6168856.000000,99.580000,80486,0.012360,205.470000
305,03/20/24,99.450000,100.440000,99.030000,100.270000,7771693.000000,99.850000,85335,0.003100,52.210000
306,03/21/24,100.440000,101.920000,99.760000,100.820000,17172158.000000,100.890000,187067,0.005490,92.630000
307,03/22/24,93.840000,95.170000,91.720000,93.860000,41837410.000000,93.400000,398624,-0.069030,-1172.210000
308,03/25/24,94.070000,95.520000,92.770000,93.750000,14548768.000000,93.620000,150075,-0.001170,-18.530000
309,03/26/24,93.740000,93.860000,92.410000,92.580000,10698447.000000,92.940000,130798,-0.012480,-197.050000
310,03/27/24,93.270000,94.150000,92.320000,94.130000,11095675.000000,93.350000,124613,0.016740,261.050000
311,03/28/24,94.370000,94.810000,93.430000,93.980000,11331676.000000,93.960000,104457,-0.001590,-25.260000
312,04/01/24,93.810000,93.920000,91.690000,92.560000,10353712.000000,92.350000,132174,-0.015110,-239.160000
313,04/02/24,91.760000,91.900000,90.640000,90.950000,11107332.000000,91.220000,125180,-0.017390,-271.160000
314,04/03/24,91.010000,91.440000,90.280000,90.330000,8863598.000000,90.670000,107693,-0.006820,-104.420000
315,04/04/24,90.950000,91.050000,88.890000,89.070000,12110259.000000,89.730000,145844,-0.013950,-212.210000
316,04/05/24,89.150000,90.250000,88.800000,88.840000,9716682.000000,89.250000,109063,-0.002580,-38.740000
317,04/08/24,89.110000,90.260000,88.800000,90.000000,8452543.000000,89.870000,100700,0.013060,195.370000
318,04/09/24,90.000000,91.160000,89.870000,91.000000,7194564.000000,90.690000,94186,0.011110,168.420000
319,04/10/24,89.900000,90.100000,88.770000,89.000000,7932933.000000,89.270000,107744,-0.021980,-336.840000
320,04/11/24,91.230000,92.410000,90.830000,92.000000,15330202.000000,91.710000,158097,0.033710,505.260000
321,04/12/24,92.010000,92.870000,91.120000,92.000000,10905919.000000,92.050000,113007,0.000000,0.000000
322,04/15/24,93.590000,93.920000,92.540000,93.100000,11382922.000000,93.190000,134137,0.011960,185.260000
323,04/16/24,93.040000,94.190000,91.650000,93.390000,10290888.000000,93.270000,117247,0.003110,48.840000
324,04/17/24,94.610000,95.070000,93.660000,94.840000,10053363.000000,94.510000,110168,0.015530,244.210000
325,04/18/24,95.160000,95.880000,94.530000,95.740000,9322622.000000,95.360000,105422,0.009490,151.580000
326,04/19/24,95.420000,96.220000,94.490000,94.530000,10747611.000000,95.300000,97391,-0.012640,-203.790000
327,04/22/24,94.630000,95.060000,93.850000,94.190000,8514287.000000,94.380000,94798,-0.003600,-57.260000
328,04/23/24,94.370000,94.720000,93.910000,94.020000,6439999.000000,94.310000,75776,-0.001800,-28.630000
329,04/24/24,94.100000,95.190000,94.100000,94.640000,6301404.000000,94.690000,75700,0.006590,104.420000
330,04/25/24,94.000000,94.790000,92.440000,93.940000,5054978.000000,93.620000,77212,-0.007400,-117.890000
331,04/26/24,94.590000,95.420000,93.910000,94.120000,5859196.000000,94.450000,77135,0.001920,30.320000
332,04/29/24,94.440000,94.890000,93.700000,94.060000,4939269.000000,94.110000,65818,-0.000640,-10.110000
333,04/30/24,92.910000,93.510000,92.250000,92.260000,6428818.000000,92.700000,80621,-0.019140,-303.160000
334,05/01/24,91.810000,91.870000,90.090000,90.340000,9637443.000000,90.680000,119027,-0.020810,-323.370000
335,05/02/24,91.330000,92.450000,90.910000,92.410000,7272342.000000,91.970000,93067,0.022910,348.630000
336,05/03/24,93.090000,93.650000,91.870000,92.150000,5685368.000000,92.380000,78869,-0.002810,-43.790000
337,05/06/24,92.810000,93.370000,92.480000,93.360000,6669824.000000,92.980000,91848,0.013130,203.790000
338,05/07/24,94.080000,94.320000,93.210000,93.780000,6771823.000000,93.730000,88293,0.004500,70.740000
339,05/08/24,93.120000,93.640000,92.730000,93.590000,4891495.000000,93.360000,60954,-0.002030,-32.000000
340,05/09/24,93.640000,93.980000,93.010000,93.390000,6190375.000000,93.500000,71754,-0.002140,-33.680000
341,05/10/24,93.070000,93.140000,90.880000,90.940000,10508123.000000,91.540000,134230,-0.026230,-412.630000
342,05/13/24,91.270000,92.770000,91.150000,92.720000,8033957.000000,92.120000,104168,0.019570,299.790000
343,05/14/24,92.990000,94.340000,92.600000,92.790000,7584818.000000,93.110000,94375,0.000750,11.790000
344,05/15/24,92.290000,92.620000,90.850000,91.670000,15578601.000000,91.720000,145362,-0.012070,-188.630000
345,05/16/24,91.690000,92.840000,91.530000,91.770000,12605590.000000,92.110000,117520,0.001090,16.840000
346,05/17/24,92.010000,92.290000,91.340000,92.180000,11870845.000000,91.950000,91952,0.004470,69.050000
347,05/20/24,92.250000,92.700000,90.830000,91.770000,9155728.000000,91.610000,114480,-0.004450,-69.050000
348,05/21/24,91.570000,92.850000,91.450000,92.820000,7558129.000000,92.290000,89350,0.011440,176.840000
349,05/22/24,91.950000,92.760000,91.650000,92.500000,6944644.000000,92.390000,85132,-0.003450,-53.890000
350,05/23/24,92.450000,92.580000,91.150000,91.400000,7499195.000000,91.660000,91838,-0.011890,-185.260000
351,05/24/24,91.770000,92.200000,91.490000,91.750000,6834323.000000,91.820000,78393,0.003830,58.950000
352,05/28/24,91.740000,92.520000,91.350000,92.000000,10774941.000000,91.950000,98852,0.002720,42.110000
353,05/29/24,91.680000,92.720000,91.380000,91.670000,7085634.000000,92.000000,92298,-0.003590,-55.580000
354,05/30/24,92.230000,93.880000,91.960000,93.450000,9190848.000000,93.270000,100127,0.019420,299.790000
355,05/31/24,93.500000,95.070000,92.970000,95.050000,12196146.000000,94.500000,96942,0.017120,269.470000
356,06/03/24,94.520000,95.250000,94.050000,94.400000,8271047.000000,94.460000,91609,-0.006840,-109.470000
357,06/04/24,94.290000,95.110000,93.410000,94.740000,7446378.000000,94.490000,88559,0.003600,57.260000
358,06/05/24,95.320000,95.320000,93.700000,94.320000,6906776.000000,94.220000,78418,-0.004430,-70.740000
359,06/06/24,94.860000,96.800000,93.990000,95.720000,9670610.000000,95.560000,110215,0.014840,235.790000
360,06/07/24,95.390000,97.940000,95.300000,96.550000,8808023.000000,96.900000,99903,0.008670,139.790000
361,06/10/24,95.730000,96.990000,95.600000,96.000000,6445656.000000,96.100000,87305,-0.005700,-92.630000
362,06/11/24,95.520000,96.000000,94.520000,95.870000,7175630.000000,95.470000,83422,-0.001350,-21.890000
363,06/12/24,96.350000,96.500000,93.500000,93.680000,9700060.000000,94.190000,112925,-0.022840,-368.840000
364,06/13/24,94.040000,94.530000,93.720000,94.180000,7551013.000000,94.080000,87284,0.005340,84.210000
365,06/14/24,93.800000,94.780000,93.300000,93.390000,6705698.000000,93.690000,74151,-0.008390,-133.050000
366,06/17/24,92.010000,95.120000,92.010000,95.000000,6005504.000000,94.330000,83877,0.017240,271.160000
367,06/18/24,94.670000,95.260000,94.210000,94.780000,6503212.000000,94.760000,78881,-0.002320,-37.050000
368,06/20/24,93.880000,96.090000,93.520000,95.570000,8968091.000000,95.390000,107918,0.008340,133.050000
369,06/21/24,95.960000,97.210000,95.420000,97.180000,14682821.000000,96.630000,113028,0.016850,271.160000
370,06/24/24,97.300000,98.040000,96.680000,97.170000,8646921.000000,97.440000,102127,-0.000100,-1.680000
371,06/25/24,97.310000,97.640000,94.500000,94.750000,8880314.000000,95.420000,94972,-0.024900,-407.580000
372,06/26/24,94.090000,94.480000,93.150000,94.060000,10008337.000000,93.960000,108049,-0.007280,-116.210000
373,06/27/24,93.770000,94.740000,93.390000,94.190000,25613792.000000,90.850000,261564,0.001380,21.890000
374,06/28/24,77.130000,79.050000,74.550000,75.370000,128332128.000000,76.220000,1027359,-0.199810,-3169.680000
375,07/01/24,75.500000,77.060000,74.290000,76.830000,44034260.000000,75.800000,381099,0.019370,245.890000
376,07/02/24,76.820000,76.940000,75.390000,76.040000,25810844.000000,75.950000,220073,-0.010280,-133.050000
377,07/03/24,75.500000,75.920000,75.020000,75.240000,15863601.000000,75.290000,151493,-0.010520,-134.740000
378,07/05/24,75.360000,76.090000,74.780000,75.430000,19284376.000000,75.420000,202412,0.002530,32.000000
379,07/08/24,75.410000,75.490000,73.000000,73.050000,29413459.000000,73.660000,300580,-0.031550,-400.840000
380,07/09/24,73.300000,74.140000,72.380000,72.460000,23451470.000000,73.110000,231527,-0.008080,-99.370000
